gene_id	untreated1	untreated2	untreated3	untreated4	treated1	treated2	treated3
FBgn0040397	135	417	144	125	369	121	151
FBgn0040398	6190	8073	3140	4311	4035	2363	2742
FBgn0040465	43	61	37	28	63	46	25
FBgn0040466	185	296	62	75	360	108	142
FBgn0040467	56	59	16	31	48	38	41
FBgn0040475	2387	3048	1421	1733	2639	1580	1643
FBgn0040477	200	336	110	140	164	108	104
FBgn0040487	0	0	0	0	0	0	0
FBgn0040491	5	16	4	6	14	13	6
FBgn0040493	2699	3533	1554	1858	2863	1517	1781
FBgn0040496	3	3	0	0	3	1	2
FBgn0040502	0	2	0	0	0	0	0
FBgn0040503	8	20	6	6	7	2	3
FBgn0040505	18	87	37	30	40	19	17
FBgn0040506	6	18	3	5	7	4	3
FBgn0040507	3	8	4	5	8	4	3
FBgn0040508	2	1	0	1	4	0	4
FBgn0040509	1	2	0	1	2	0	0
FBgn0040510	0	3	1	0	1	0	0
FBgn0040512	1385	1711	597	839	1659	882	953
FBgn0040513	1	2	0	0	3	1	0
FBgn0040519	1	6	1	4	4	2	2
FBgn0040522	0	0	0	0	0	0	0
FBgn0040524	0	1	1	0	1	1	1
FBgn0040528	8	24	8	3	24	7	9
FBgn0040529	1733	2080	692	984	2866	1067	1119
FBgn0040531	0	0	0	0	0	0	0
FBgn0040532	22	27	8	7	19	8	6
FBgn0040534	171	357	64	94	299	113	118
FBgn0040551	34	33	11	18	59	22	17
FBgn0040553	0	0	0	0	0	0	0
FBgn0040554	20	40	10	17	44	10	21
FBgn0040565	0	0	0	0	0	0	0
FBgn0040571	11	10	7	10	18	13	10
FBgn0040573	0	0	0	0	0	1	0
FBgn0040575	24	52	6	16	57	13	20
FBgn0040582	0	0	1	0	0	0	0
FBgn0040585	0	0	0	0	0	0	0
FBgn0040587	0	0	0	0	0	0	0
FBgn0040588	19	11	7	6	21	6	6
FBgn0040590	4	9	2	3	4	2	1
FBgn0040599	0	1	0	0	0	0	0
FBgn0040600	593	1122	279	302	1108	373	366
FBgn0040601	0	1	1	0	3	1	0
FBgn0040602	428	430	181	272	801	282	279
FBgn0040606	0	0	0	0	0	0	0
FBgn0040607	0	0	0	0	0	0	0
FBgn0040608	0	0	0	0	0	0	0
FBgn0040609	305	482	142	194	336	174	190
FBgn0040623	0	0	0	0	0	0	0
FBgn0040625	1	2	1	1	5	2	3
FBgn0040628	0	0	0	0	0	0	0
FBgn0040629	1	2	1	0	0	0	1
FBgn0040634	5	32	2	2	12	1	4
FBgn0040636	59	82	30	34	86	25	25
FBgn0040637	0	0	0	0	0	0	0
FBgn0040645	3	13	2	5	13	3	5
FBgn0040648	0	0	0	0	0	0	0
FBgn0040649	3	9	2	4	5	2	2
FBgn0040650	33	28	19	29	49	33	31
FBgn0040651	0	1	0	0	4	4	1
FBgn0040653	0	0	0	0	0	0	0
FBgn0040658	19	37	10	8	22	3	13
FBgn0040660	1344	2509	796	1032	1790	809	844
FBgn0040666	300	407	145	199	482	193	270
FBgn0040670	50	66	27	35	79	30	38
FBgn0040673	0	3	1	1	3	2	2
FBgn0040674	0	0	0	0	0	0	0
FBgn0040679	0	0	0	0	0	0	0
FBgn0040684	0	0	0	0	0	0	0
FBgn0040687	94	86	26	56	109	32	42
FBgn0040688	1	2	0	0	0	0	0
FBgn0040694	0	0	0	0	0	0	0
FBgn0040696	0	8	0	5	2	2	0
FBgn0040697	4	1	4	3	2	0	0
FBgn0040699	0	0	0	0	0	0	0
FBgn0040705	2	4	0	2	3	2	3
FBgn0040715	0	0	0	0	0	0	0
FBgn0040717	0	0	1	0	0	2	2
FBgn0040718	0	1	0	1	1	0	0
FBgn0040719	0	1	0	0	0	0	0
FBgn0040723	3	14	1	5	5	1	2
FBgn0040725	0	0	0	0	0	0	0
FBgn0040726	2	5	0	0	8	1	0
FBgn0040729	0	3	2	0	0	0	0
FBgn0040730	0	0	0	1	0	0	1
FBgn0040732	0	1	1	0	4	0	0
FBgn0040733	0	0	0	0	0	0	0
FBgn0040734	0	0	0	0	0	0	0
FBgn0040735	1	0	0	0	0	0	0
FBgn0040736	0	0	0	0	0	0	0
FBgn0040737	4	7	1	2	7	0	2
FBgn0040743	0	1	0	0	0	0	0
FBgn0040747	0	0	0	0	1	0	0
FBgn0040751	34	75	25	33	101	45	40
FBgn0040752	5293	10550	4998	4235	5117	2778	2786
FBgn0040754	138	363	66	87	291	77	79
FBgn0040755	0	0	0	0	0	0	0
FBgn0040759	1	2	1	2	1	2	0
FBgn0040763	17	14	5	13	23	10	13
FBgn0040764	0	3	0	0	1	0	0
FBgn0040765	1064	2451	919	868	2576	1191	1411
FBgn0040766	7	30	20	6	20	8	17
FBgn0040773	967	1476	402	685	1755	734	778
FBgn0040775	0	0	0	0	1	0	0
FBgn0040777	6491	8620	3528	4276	7587	4010	4540
FBgn0040778	36	50	8	15	66	11	23
FBgn0040780	38	70	20	33	76	15	24
FBgn0040784	18	39	8	12	75	15	16
FBgn0040786	34	56	3	13	37	12	7
FBgn0040793	1465	1940	637	949	2103	973	1059
FBgn0040794	0	0	0	0	0	0	0
FBgn0040795	2	0	0	0	1	1	0
FBgn0040796	0	0	0	0	0	0	0
FBgn0040797	0	0	0	0	0	0	1
FBgn0040798	0	0	0	0	0	0	0
FBgn0040799	0	0	0	0	0	0	0
FBgn0040801	0	0	0	0	0	0	0
FBgn0040805	0	1	0	0	1	0	0
FBgn0040809	0	0	0	0	0	0	0
FBgn0040811	0	0	0	0	0	0	0
FBgn0040812	0	0	0	0	0	0	0
FBgn0040813	55553	139905	26102	42289	64462	18549	18340
FBgn0040814	0	1	0	0	2	0	0
FBgn0040816	0	0	0	0	0	0	0
FBgn0040817	5	10	2	5	9	0	3
FBgn0040823	1	2	1	0	2	1	1
FBgn0040827	336	641	210	224	146	51	68
FBgn0040828	0	0	0	0	0	0	0
FBgn0040832	0	0	0	0	0	0	0
FBgn0040837	162	421	130	177	286	158	144
FBgn0040842	0	0	1	0	2	0	0
FBgn0040843	0	2	0	0	2	0	0
FBgn0040849	0	0	2	3	1	0	0
FBgn0040850	39	48	14	16	62	19	17
FBgn0040856	1	6	2	2	6	2	2
FBgn0040859	0	0	0	0	0	0	0
FBgn0040862	87	252	77	74	242	98	100
FBgn0040871	0	0	0	0	0	0	0
FBgn0040877	0	2	0	0	0	0	0
FBgn0040890	214	310	100	152	266	139	189
FBgn0040892	0	0	0	0	4	3	0
FBgn0040895	0	0	0	0	1	0	1
FBgn0040898	0	0	0	0	0	0	0
FBgn0040899	221	421	124	199	434	182	229
FBgn0040900	6	9	3	6	10	6	5
FBgn0040904	0	5	2	1	9	1	2
FBgn0040905	0	2	1	0	4	1	3
FBgn0040906	8	13	6	6	20	8	19
FBgn0040907	152	259	72	106	289	84	91
FBgn0040910	0	0	0	0	1	0	0
FBgn0040913	0	0	0	1	3	2	1
FBgn0040918	4929	7246	2680	2914	6729	3130	3511
FBgn0040922	1	7	4	3	2	1	4
FBgn0040923	0	0	1	0	1	0	0
FBgn0040928	58	101	27	25	101	23	32
FBgn0040929	125	147	54	66	161	67	71
FBgn0040931	358	450	136	216	417	206	228
FBgn0040940	0	0	0	0	0	0	0
FBgn0040941	2	1	0	1	1	0	0
FBgn0040942	356	1069	174	194	1029	247	311
FBgn0040949	0	0	2	0	0	0	0
FBgn0040950	0	0	0	1	0	0	0
FBgn0040954	742	2216	471	598	1665	556	650
FBgn0040958	2	0	0	0	0	1	0
FBgn0040959	3	10	2	9	4	3	1
FBgn0040963	2	4	1	1	5	2	1
FBgn0040964	132	209	71	92	243	118	112
FBgn0040965	0	5	1	3	1	0	2
FBgn0040967	0	4	4	2	5	0	0
FBgn0040968	0	0	0	0	0	0	0
FBgn0040972	0	0	0	0	0	0	0
FBgn0040973	1	1	0	0	1	1	0
FBgn0040984	0	0	0	0	3	0	0
FBgn0040985	1680	2897	743	942	2829	1073	1205
FBgn0040989	0	1	0	0	0	0	0
FBgn0040992	0	0	0	0	0	0	0
FBgn0040993	0	0	0	0	0	0	0
FBgn0040994	0	1	0	0	4	1	0
FBgn0040995	0	0	0	0	0	0	0
FBgn0040996	0	0	0	0	1	0	0
FBgn0040998	0	6	1	0	2	0	0
FBgn0041004	1136	1874	605	529	2054	589	635
FBgn0041005	50	55	28	19	109	27	16
FBgn0041087	2240	1435	526	664	2661	1384	1579
FBgn0041092	5194	11701	4950	4634	7904	4625	4842
FBgn0041094	1776	4780	1458	1433	3266	1177	1384
FBgn0041096	52	55	35	40	91	45	39
FBgn0041097	2	0	0	0	0	0	3
FBgn0041100	175	215	76	111	181	113	138
FBgn0041102	1	2	0	0	3	0	0
FBgn0041103	0	0	0	0	0	0	0
FBgn0041105	1	1	2	0	2	2	1
FBgn0041111	2361	4933	1922	1673	3482	1822	1873
FBgn0041147	191	204	74	95	279	122	137
FBgn0041150	4	18	11	10	24	10	14
FBgn0041156	2	3	0	0	1	0	2
FBgn0041160	3	4	3	3	4	4	3
FBgn0041161	808	1142	411	526	1083	614	582
FBgn0041164	3027	4043	1419	1648	4400	1690	1706
FBgn0041171	2949	4181	1785	1986	3209	1844	1826
FBgn0041174	84	132	48	66	125	66	85
FBgn0041180	12991	16843	6139	7477	12430	5650	5775
FBgn0041181	2	2	0	2	3	0	1
FBgn0041182	3003	3560	1434	1522	4626	1866	2018
FBgn0041183	263	337	116	133	216	86	96
FBgn0041184	762	1320	616	585	1398	621	727
FBgn0041186	761	1378	421	527	1077	447	487
FBgn0041188	4721	11364	4190	3982	7052	3649	3863
FBgn0041191	1020	1810	476	598	1180	452	507
FBgn0041194	1	0	0	0	0	0	1
FBgn0041195	0	2	0	1	7	2	2
FBgn0041203	2599	3308	1429	1329	2866	1342	1319
FBgn0041205	1601	2888	1095	1320	2561	1244	1390
FBgn0041210	7718	13617	6997	6484	10490	6070	6693
FBgn0041224	0	1	0	0	0	1	0
FBgn0041225	42	55	12	24	72	39	34
FBgn0041229	4	10	9	6	20	4	2
FBgn0041231	0	0	1	0	0	0	0
FBgn0041232	0	0	0	0	0	0	0
FBgn0041233	2	0	1	1	2	3	1
FBgn0041234	5	2	2	1	6	3	3
FBgn0041235	0	0	0	0	0	0	0
FBgn0041236	0	0	0	0	0	0	0
FBgn0041237	0	1	1	0	1	0	1
FBgn0041238	0	0	0	0	0	0	0
FBgn0041239	0	0	0	0	0	0	0
FBgn0041240	0	0	0	0	0	0	0
FBgn0041241	21	17	6	11	22	10	6
FBgn0041242	0	0	0	0	0	0	0
FBgn0041243	5	9	3	9	4	7	8
FBgn0041244	15	26	13	4	31	6	4
FBgn0041245	0	1	0	0	0	0	0
FBgn0041246	7	4	2	3	10	3	4
FBgn0041247	0	0	0	0	0	0	0
FBgn0041248	0	0	0	0	0	0	0
FBgn0041249	0	0	0	1	0	0	0
FBgn0041250	1	0	0	0	0	0	0
FBgn0041252	1	1	0	2	5	1	2
FBgn0041336	5	12	6	5	10	4	3
FBgn0041337	1	1	1	2	1	2	0
FBgn0041342	5010	6715	2901	3390	3980	2523	2716
FBgn0041579	0	0	0	0	0	0	0
FBgn0041581	71	50	31	24	64	45	50
FBgn0041582	957	1490	651	613	1395	735	720
FBgn0041585	1483	2262	771	846	2120	938	957
FBgn0041588	814	1302	514	604	1476	753	815
FBgn0041604	326	509	167	182	718	293	301
FBgn0041605	18	67	24	17	112	40	40
FBgn0041606	0	8	4	1	16	5	3
FBgn0041607	1015	1604	514	621	1103	477	474
FBgn0041621	6	20	6	10	20	4	5
FBgn0041622	0	0	0	0	0	0	0
FBgn0041623	0	0	0	0	1	0	0
FBgn0041624	0	0	0	0	0	0	0
FBgn0041625	0	0	0	0	0	0	0
FBgn0041626	0	0	0	0	0	0	0
FBgn0041627	456	859	302	347	993	449	515
FBgn0041629	11660	15540	7641	9274	21077	13724	15063
FBgn0041630	1003	1325	605	779	1409	810	854
FBgn0041702	304	439	150	181	524	187	207
FBgn0041706	0	2	0	2	1	1	1
FBgn0041707	3	2	2	3	5	4	5
FBgn0041709	3	6	2	6	9	6	7
FBgn0041710	5760	6891	2407	3335	7551	3471	3857
FBgn0041711	0	1	0	0	1	0	0
FBgn0041712	152	169	69	81	130	84	76
FBgn0041713	4	2	1	4	7	4	0
FBgn0041717	1	17	0	1	40	0	0
FBgn0041718	1	3	0	0	2	0	1
FBgn0041719	0	0	0	0	0	0	0
FBgn0041720	0	0	0	0	0	0	0
FBgn0041721	31	60	7	4	95	15	11
FBgn0041723	95	63	30	47	47	42	49
FBgn0041775	4152	7460	3058	3065	5842	3112	3334
FBgn0041780	2	1	1	0	4	1	2
FBgn0041781	2434	3622	1368	1590	2677	1571	1616
FBgn0041789	4008	5894	2195	2399	5128	2765	3092
FBgn0042083	748	1169	397	561	1133	601	618
FBgn0042085	3096	5266	1864	1920	3675	2032	2211
FBgn0042086	0	0	0	0	0	0	0
FBgn0042092	198	373	76	119	277	106	105
FBgn0042094	161	294	89	93	141	57	53
FBgn0042098	0	0	0	0	0	0	0
FBgn0042101	0	1	0	1	1	0	0
FBgn0042102	4	11	5	3	31	14	11
FBgn0042103	0	0	0	0	0	0	0
FBgn0042104	58	117	29	32	128	52	60
FBgn0042105	0	3	1	0	1	1	2
FBgn0042106	62	41	19	26	33	9	10
FBgn0042110	3	4	0	2	11	3	1
FBgn0042111	1045	1601	631	697	1202	631	772
FBgn0042112	244	401	111	162	311	182	198
FBgn0042118	0	0	0	0	0	0	0
FBgn0042119	0	0	0	0	1	0	0
FBgn0042125	36	53	34	43	61	41	49
FBgn0042126	9	18	9	12	19	4	9
FBgn0042127	26	25	10	19	20	10	22
FBgn0042129	0	0	0	0	1	0	0
FBgn0042131	1	7	4	3	9	2	2
FBgn0042132	415	557	226	295	433	282	310
FBgn0042133	127	106	30	54	108	35	43
FBgn0042134	4740	8444	3272	3370	6988	3830	4043
FBgn0042135	1776	2672	983	1110	2396	1069	1300
FBgn0042137	1	4	2	0	1	0	2
FBgn0042138	1326	1588	724	885	1410	770	814
FBgn0042146	0	0	0	0	0	0	0
FBgn0042173	0	0	1	0	0	0	1
FBgn0042174	4569	5777	1847	2289	6649	2473	2460
FBgn0042175	92	119	123	130	135	149	187
FBgn0042177	427	611	339	369	563	451	511
FBgn0042178	81	117	99	106	102	74	139
FBgn0042179	0	5	2	1	5	3	2
FBgn0042180	374	450	171	230	401	203	235
FBgn0042182	0	0	0	0	0	0	0
FBgn0042185	443	547	199	210	531	184	195
FBgn0042186	1	0	0	0	0	0	0
FBgn0042187	0	0	0	0	0	0	0
FBgn0042189	1	0	0	0	0	0	0
FBgn0042198	0	0	0	0	0	1	0
FBgn0042199	0	0	0	0	0	0	0
FBgn0042201	0	0	0	0	0	0	0
FBgn0042205	59	107	32	30	122	23	48
FBgn0042206	48	88	19	22	96	19	26
FBgn0042207	14	21	7	10	19	14	13
FBgn0042213	388	805	196	266	799	275	306
FBgn0042627	95	170	71	76	104	71	60
FBgn0042630	2	8	1	1	1	4	1
FBgn0042641	0	0	0	0	0	0	0
FBgn0042650	1	15	6	7	18	5	5
FBgn0042693	1691	2614	921	987	2504	1059	1167
FBgn0042696	43	50	13	16	43	13	9
FBgn0042701	173	224	119	121	150	120	147
FBgn0042710	4	1	0	1	1	4	1
FBgn0042711	3	3	1	3	1	0	2
FBgn0042712	1047	1666	664	727	1486	943	1032
FBgn0043001	165	267	93	113	264	122	131
FBgn0043002	0	0	0	0	0	0	0
FBgn0043005	1	5	0	1	0	2	0
FBgn0043010	423	670	223	294	613	277	323
FBgn0043012	241	272	92	143	259	116	155
FBgn0043021	0	0	0	0	0	0	0
FBgn0043022	0	0	0	0	0	1	0
FBgn0043025	63	81	28	26	80	39	22
FBgn0043043	5	9	1	4	3	2	3
FBgn0043069	1	0	0	0	0	1	1
FBgn0043070	1061	1733	701	779	1686	934	1101
FBgn0043362	1532	2472	1038	1078	1772	925	935
FBgn0043364	1463	4080	891	1042	1444	423	506
FBgn0043455	224	532	149	169	326	139	172
FBgn0043456	3645	5443	2104	2485	4061	2320	2607
FBgn0043457	142	342	120	128	255	132	165
FBgn0043458	2068	2559	1276	1396	2583	1495	1539
FBgn0043470	0	0	0	0	0	0	0
FBgn0043471	0	0	0	0	0	0	0
FBgn0043530	0	0	0	0	0	0	0
FBgn0043532	0	0	0	0	0	0	0
FBgn0043533	0	0	0	0	0	0	0
FBgn0043534	0	0	0	0	0	0	0
FBgn0043535	0	0	0	0	0	0	0
FBgn0043536	0	0	0	0	0	0	0
FBgn0043539	1	1	0	0	2	0	0
FBgn0043550	2	2	1	1	15	7	6
FBgn0043575	38	12	10	10	44	18	32
FBgn0043576	0	0	0	0	0	0	0
FBgn0043577	0	1	0	0	1	0	0
FBgn0043578	5	4	1	4	1	3	2
FBgn0043783	22	36	9	21	34	17	22
FBgn0043791	13	26	11	5	15	11	11
FBgn0043792	4	1	5	1	8	4	6
FBgn0043796	404	630	251	288	528	321	347
FBgn0043799	66	121	42	54	106	52	51
FBgn0043806	1670	2268	837	1040	2350	1225	1481
FBgn0043825	0	1	0	0	0	0	0
FBgn0043841	16230	33262	11247	14609	18242	8303	9498
FBgn0043853	7	24	10	1	32	11	8
FBgn0043854	118	394	123	147	205	113	133
FBgn0043865	1	2	0	0	5	4	1
FBgn0043884	12248	22178	9147	7742	17164	9154	8769
FBgn0043900	1117	2178	853	809	1774	857	798
FBgn0043903	1926	2581	1205	1308	2623	1790	1716
FBgn0043904	18	47	23	19	56	36	27
FBgn0044011	0	0	0	0	1	0	0
FBgn0044020	139	220	63	130	337	144	137
FBgn0044028	948	1698	679	597	1488	698	710
FBgn0044030	184	162	73	144	221	139	145
FBgn0044046	1	0	0	0	0	0	0
FBgn0044047	428	667	200	235	348	118	151
FBgn0044048	1	0	0	0	0	0	0
FBgn0044049	0	0	1	1	0	0	0
FBgn0044050	1	0	0	0	0	0	0
FBgn0044051	0	0	0	0	0	0	1
FBgn0044323	3663	6225	2873	3033	4579	2793	3199
FBgn0044324	1775	3312	1012	1094	2453	1137	1103
FBgn0044328	0	0	0	0	0	0	0
FBgn0044419	0	0	0	0	0	0	0
FBgn0044452	2700	4200	1698	1848	3526	1593	1754
FBgn0044508	5	4	0	0	7	2	1
FBgn0044510	296	456	129	111	569	114	116
FBgn0044511	242	339	84	152	466	135	153
FBgn0044809	0	0	0	0	0	0	0
FBgn0044810	0	0	0	0	0	0	0
FBgn0044811	0	0	0	0	0	0	0
FBgn0044812	0	1	0	0	1	0	0
FBgn0044817	0	0	0	0	0	0	0
FBgn0044823	191	308	112	98	353	145	119
FBgn0044826	2650	4642	1647	1727	4041	1824	1949
FBgn0044871	377	501	220	278	505	238	331
FBgn0044872	32	65	14	28	57	24	30
FBgn0045035	2468	4295	1463	1406	4065	1390	1367
FBgn0045038	2	8	0	2	2	3	0
FBgn0045063	3171	4792	1734	1830	4107	2070	2077
FBgn0045064	1008	1341	475	609	1211	550	568
FBgn0045073	2176	3361	1111	1347	2973	1258	1343
FBgn0045202	0	3	0	0	1	1	0
FBgn0045442	0	0	0	0	0	0	0
FBgn0045443	0	2	0	1	7	0	0
FBgn0045468	39	60	24	22	89	18	18
FBgn0045469	52	41	29	14	66	30	19
FBgn0045470	26	48	19	18	64	16	26
FBgn0045471	0	0	0	0	0	0	0
FBgn0045473	1	0	0	0	1	1	0
FBgn0045474	6	17	7	5	26	5	9
FBgn0045476	0	0	0	0	0	0	0
FBgn0045477	0	1	0	0	0	0	0
FBgn0045478	0	0	1	0	0	1	0
FBgn0045479	1	0	1	0	2	0	0
FBgn0045482	0	0	0	0	0	0	0
FBgn0045483	0	0	0	0	0	0	0
FBgn0045485	0	0	0	0	0	0	0
FBgn0045486	0	0	0	0	0	0	0
FBgn0045487	0	0	0	0	0	0	0
FBgn0045495	16	54	15	22	32	20	28
FBgn0045497	0	0	0	0	0	0	0
FBgn0045498	0	1	0	0	0	0	0
FBgn0045499	0	0	0	0	0	0	0
FBgn0045500	0	0	0	0	0	0	0
FBgn0045501	0	0	0	0	0	0	0
FBgn0045502	0	3	0	1	2	0	2
FBgn0045759	0	1	0	1	1	1	1
FBgn0045761	717	1607	534	535	1497	564	595
FBgn0045770	7	29	13	5	26	11	16
FBgn0045800	136	110	54	59	288	47	69
FBgn0045823	16477	19660	6859	7345	18231	9011	10167
FBgn0045827	0	0	0	0	0	0	0
FBgn0045842	2430	3410	1276	1455	2699	1352	1494
FBgn0045843	0	1	0	0	0	0	0
FBgn0045852	2222	4675	1735	1823	2188	1277	1276
FBgn0045862	1000	1944	843	854	1398	919	994
FBgn0045866	1632	2055	802	1157	2509	1275	1435
FBgn0045980	4	11	8	8	22	6	11
FBgn0046113	2	0	0	1	1	1	1
FBgn0046114	504	669	266	347	591	337	405
FBgn0046212	0	0	0	0	0	0	0
FBgn0046214	3147	4576	2197	2401	4864	3131	3277
FBgn0046222	868	1402	517	653	1198	625	662
FBgn0046225	156	322	118	150	347	186	203
FBgn0046247	530	912	308	371	783	330	364
FBgn0046253	5	4	0	3	4	0	1
FBgn0046258	3	5	3	5	29	13	14
FBgn0046272	15	21	0	1	32	0	0
FBgn0046294	0	1	0	0	0	0	0
FBgn0046296	220	337	130	178	354	175	227
FBgn0046297	0	0	0	0	0	0	0
FBgn0046301	254	354	154	183	357	164	185
FBgn0046302	7	3	2	0	7	4	1
FBgn0046322	327	463	117	149	284	116	123
FBgn0046323	0	0	0	0	0	0	0
FBgn0046332	0	1	0	3	1	0	1
FBgn0046685	1331	1869	832	972	1889	1145	1159
FBgn0046687	2865	2625	1275	1548	1916	1115	1267
FBgn0046689	2	2	0	2	4	5	3
FBgn0046692	321	440	95	114	665	84	90
FBgn0046696	41	90	31	34	72	33	34
FBgn0046697	0	0	0	0	0	0	0
FBgn0046698	0	0	0	0	0	0	1
FBgn0046704	2261	3664	1803	1660	2926	1711	1826
FBgn0046756	3	5	2	5	4	1	1
FBgn0046763	3235	5492	1338	1584	3356	1259	1368
FBgn0046776	637	1116	238	338	1063	360	381
FBgn0046793	0	0	0	0	0	0	0
FBgn0046814	1	4	3	0	1	2	1
FBgn0046815	0	9	1	0	3	0	1
FBgn0046816	0	0	1	0	0	0	0
FBgn0046817	0	0	0	0	0	0	0
FBgn0046818	0	0	0	0	0	0	0
FBgn0046819	0	0	0	0	0	0	0
FBgn0046820	0	0	0	0	0	0	0
FBgn0046821	0	0	0	0	0	0	0
FBgn0046822	0	0	0	0	0	0	0
FBgn0046823	1	0	0	0	0	0	0
FBgn0046824	0	0	0	0	0	0	0
FBgn0046825	1	16	3	0	6	4	2
FBgn0046826	1	0	1	0	1	0	0
FBgn0046827	0	0	0	1	0	2	0
FBgn0046828	0	0	0	0	0	0	0
FBgn0046829	0	0	0	0	0	0	0
FBgn0046830	0	0	0	1	0	0	1
FBgn0046831	0	0	0	0	0	0	1
FBgn0046832	0	0	0	1	0	0	0
FBgn0046833	0	0	0	0	0	0	0
FBgn0046834	0	0	0	0	0	0	0
FBgn0046873	0	0	0	0	0	0	0
FBgn0046874	0	0	0	0	0	0	0
FBgn0046875	1	0	0	0	0	0	0
FBgn0046876	0	1	0	0	0	0	0
FBgn0046878	0	0	0	1	1	0	0
FBgn0046879	0	0	0	0	0	0	0
FBgn0046880	0	0	0	0	0	0	0
FBgn0046885	0	0	0	0	0	0	0
FBgn0046886	0	0	0	0	0	0	0
FBgn0046887	0	0	0	1	0	0	0
FBgn0046888	0	0	0	0	0	0	0
FBgn0046999	0	4	1	1	0	1	1
FBgn0047000	0	0	0	1	1	0	0
FBgn0047038	806	1615	494	719	1185	613	735
FBgn0047092	0	3	1	0	0	0	0
FBgn0047095	12	13	7	4	9	4	2
FBgn0047114	134	361	74	86	320	78	72
FBgn0047133	1	6	5	1	3	1	2
FBgn0047135	2238	3122	756	1228	3822	1196	1262
FBgn0047178	183	259	100	141	319	113	137
FBgn0047199	0	1	0	0	0	0	0
FBgn0047205	783	1649	482	378	1352	334	308
FBgn0047303	1	2	1	0	0	0	1
FBgn0047330	0	2	0	0	1	0	0
FBgn0047334	0	2	0	0	1	0	0
FBgn0047338	1	3	2	0	1	0	0
FBgn0047351	0	0	1	0	0	0	0
FBgn0050000	731	1021	363	468	1290	486	540
FBgn0050001	110	136	45	63	206	63	63
FBgn0050005	254	330	132	163	366	140	177
FBgn0050007	813	1375	412	397	1333	388	339
FBgn0050008	11	20	9	8	12	7	7
FBgn0050009	5	2	2	2	4	2	0
FBgn0050010	29	39	21	16	56	16	19
FBgn0050011	5586	10741	3346	3256	7348	2962	3011
FBgn0050015	3527	6457	2403	2352	5368	2654	2838
FBgn0050016	7	2	0	0	4	0	1
FBgn0050018	0	0	0	0	0	0	0
FBgn0050020	1537	2349	892	992	2029	1050	1009
FBgn0050021	3	4	0	3	8	2	3
FBgn0050022	388	909	281	324	781	302	380
FBgn0050025	0	0	0	0	0	0	0
FBgn0050026	0	0	0	0	0	0	0
FBgn0050029	0	0	0	0	0	0	0
FBgn0050031	0	0	0	0	0	0	0
FBgn0050033	20	22	5	8	42	13	12
FBgn0050034	0	0	0	0	0	0	0
FBgn0050035	1426	1782	711	784	2351	1269	1358
FBgn0050036	1	0	1	0	0	1	0
FBgn0050037	0	1	0	0	0	0	1
FBgn0050039	0	1	1	1	0	0	0
FBgn0050042	0	0	0	0	0	1	0
FBgn0050043	11	6	2	4	8	12	8
FBgn0050044	59	78	35	32	52	23	27
FBgn0050045	0	0	1	0	0	0	0
FBgn0050046	1242	2106	806	908	1448	782	790
FBgn0050047	14	25	11	11	33	14	8
FBgn0050048	0	1	0	0	1	0	0
FBgn0050049	4	6	0	1	3	3	2
FBgn0050050	0	0	0	0	0	0	0
FBgn0050051	136	115	23	50	203	32	37
FBgn0050052	24	35	9	14	32	17	10
FBgn0050053	1	0	1	0	0	0	0
FBgn0050054	0	6	7	7	7	8	2
FBgn0050055	228	415	114	137	313	102	114
FBgn0050056	1	0	0	0	1	3	0
FBgn0050058	0	0	0	0	0	0	0
FBgn0050060	1	15	2	2	7	7	7
FBgn0050062	31	42	28	8	43	27	12
FBgn0050065	3	1	1	1	3	2	2
FBgn0050066	6	3	1	2	7	2	1
FBgn0050067	0	0	0	0	0	0	0
FBgn0050069	1992	3479	1546	1234	1784	800	850
FBgn0050072	0	0	0	0	0	0	0
FBgn0050073	0	0	0	0	0	0	0
FBgn0050074	0	2	0	0	0	0	0
FBgn0050075	0	0	0	0	0	0	0
FBgn0050076	1	2	2	1	1	5	1
FBgn0050077	148	265	74	116	217	118	130
FBgn0050080	0	0	0	0	0	0	0
FBgn0050081	62	61	30	21	68	15	14
FBgn0050082	1	7	3	1	5	1	0
FBgn0050083	0	2	0	1	1	0	0
FBgn0050085	3407	4666	1763	2105	3273	1690	1626
FBgn0050087	20	36	6	7	15	9	7
FBgn0050088	26	30	10	19	13	6	4
FBgn0050089	228	1115	495	442	869	461	519
FBgn0050090	576	687	276	350	656	309	330
FBgn0050091	2	2	0	0	2	0	1
FBgn0050093	2	0	0	1	1	0	4
FBgn0050094	109	181	46	61	140	53	59
FBgn0050095	8	19	6	3	20	8	3
FBgn0050096	54	73	22	21	88	23	30
FBgn0050098	0	0	0	0	0	0	0
FBgn0050099	2	9	1	0	5	4	2
FBgn0050100	0	0	0	0	0	0	0
FBgn0050101	0	0	0	1	0	0	0
FBgn0050103	0	0	0	0	1	0	0
FBgn0050104	14	39	10	20	19	5	8
FBgn0050105	104	221	36	62	196	38	56
FBgn0050106	0	0	0	0	0	0	0
FBgn0050108	0	0	0	0	0	0	0
FBgn0050109	189	350	81	142	311	111	133
FBgn0050110	0	0	0	0	1	0	0
FBgn0050114	0	0	0	0	0	0	0
FBgn0050115	824	1679	709	653	1578	869	901
FBgn0050118	884	1729	561	683	1434	670	672
FBgn0050120	0	0	0	0	0	0	0
FBgn0050121	0	0	0	0	0	0	0
